Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Type	Activity Category-Rep Num	Habitat Class Name	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC4	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		65	Validated	65	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC2	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		90	Validated	90	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC1	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC1	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		90	Validated	90	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC3	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC3	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		95	Validated	95	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC2	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC2	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		90	Validated	90	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC4	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		90	Validated	90	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC4	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC1	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC2	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC3	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC1	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.001SC1	2015-07-21 10:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-07-21 10:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC2	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC2	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC4	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC3	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC1	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		30	Validated	30	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC2	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC1	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC3	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC4	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC1	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		35	Validated	35	%	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC4	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.003SC1	2015-09-16 12:10:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 12:10:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC4	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC3	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2203	COLORADO	SUMMIT	14010002	14010002	39.4709	-106.0289	NAD83       		2203.001SC2	2015-07-21 13:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		55	Validated	55	%	Sub Samp						~		2015-07-21 13:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC1	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC4	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC2	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC3	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC3	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC2	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC1	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		30	Validated	30	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC4	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC3	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.001SC4	2015-07-21 11:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-07-21 11:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2201	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0333	NAD83       		2201.003SC1	2015-09-16 10:50:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 10:50:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC2	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC3	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		30	Validated	30	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC3	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC4	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		25	Validated	25	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC1	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.001SC1	2015-07-21 12:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		40	Validated	40	%	Sub Samp						~		2015-07-21 12:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2202	COLORADO	SUMMIT	14010002	14010002	39.471	-106.0329	NAD83       		2202.003SC4	2015-09-16 11:20:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2015-09-16 11:20:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2204	COLORADO	SUMMIT	14010002	14010002	39.4692	-106.0452	NAD83       		2204.003SC3	2015-09-16 13:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 13:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC1	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC3	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC4	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 09:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	2200	COLORADO	SUMMIT	14010002	14010002	39.472	-106.0388	NAD83       		2200.003SC2	2015-09-16 09:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		10	Validated	10	%	Sub Samp						~		2015-09-16 09:40:00	MST						
