Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Medium	Activity Type	Activity Category-Rep Num	Activity Intent	Community Sampled	Subject Taxon	Biopart	Activity Depth	Activity Depth Unit	Sample Collection ID	Field Gear ID	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Bio Individual Number	Sampling Component	Place In Series	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point	Bio Individual	Group Summary Count Weight	Frequency Class
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20040512:115:1	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Rhyacophila brunnea 				21COL001_WQX~SCM	Kick Net	Rhyacophila brunnea	(Banks 1911) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=115151~Rhyacophila brunnea~~~~~~~~~~~count		Actual		19	Final	19	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 19 - Taxonomic Name as listed by CDPHE: Rhyacophila brunnea - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12370A	COLORADO	SUMMIT	14010002	14010002	39.58835	-106.00345	NAD83       		20110831:12370A:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Orthocladius 				21COL001_WQX~SCM	Kick Net	Orthocladius	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128874~Orthocladius~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Orthocladius - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12338	COLORADO	SUMMIT		14010002	39.525	-106.2161667	UNKWN       		19980923:12338:2	1998-09-23 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Capniidae 				21COL001_WQX~SCM	Kick Net	Capniidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102643~Capniidae~~~~~~~~~~~count		Actual		3	Final	3	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 3 - Taxonomic Name as listed by CDPHE: Capniidae - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12348	COLORADO	SUMMIT		14010002	39.5875	-105.868	UNKWN       		20000530:12348:0	2000-05-30 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Cricotopus 				21COL001_WQX~SCM	Kick Net	Cricotopus	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128575~Cricotopus~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Cricotopus - Fast or Slow Riffle?:					~															
Colorado Dept. of Public Health & Environment-WQCD	12322C	COLORADO	SUMMIT		14010002	39.65	-106	UNKWN       		19980919:12322C:1	1998-09-19 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Tipula 				21COL001_WQX~SCM	Kick Net	Tipula	(Linnaeus 1758) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=119037~Tipula~~~~~~~~~~UserDefined~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Tipula - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12322A	COLORADO	SUMMIT		14010002	39.6486667	-106.0166667	UNKWN       		19980919:12322A:1	1998-09-19 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Drunella doddsii 				21COL001_WQX~SCM	Kick Net	Drunella doddsii	(Needham 1927) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=698494~Drunella doddsii~~~~~~~~~~~count		Actual		5	Final	5	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 5 - Taxonomic Name as listed by CDPHE: Drunella doddsi - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12304D	COLORADO	SUMMIT	14010002	14010002	39.62503	-106.066451	NAD83       		20040512:12304D:2	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Invertebrates	Baetis tricaudatus 				21COL001_WQX~SCM	Kick Net	Baetis tricaudatus	(Dodds 1923) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100817~Baetis tricaudatus~~~~~~~~~~~count		Actual		6	Final	6	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 4 - Taxonomic Name as listed by CDPHE: Baetis tricaudatus - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12304D	COLORADO	SUMMIT	14010002	14010002	39.62503	-106.066451	NAD83       		20040512:12304D:2	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Invertebrates	Diamesa 				21COL001_WQX~SCM	Kick Net	Diamesa	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128355~Diamesa~~~~~~~~~~~count		Actual		206	Final	206	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 166 - Taxonomic Name as listed by CDPHE: Diamesa - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12303	COLORADO	SUMMIT	14010002	14010002	39.727276	-106.130921	NAD83       		20040513:12303:1	2004-05-13 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Sweltsa 				21COL001_WQX~SCM	Kick Net	Sweltsa	(Ricker 1943) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103273~Sweltsa~~~~~~~~~~~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Sweltsa - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12370A	COLORADO	SUMMIT	14010002	14010002	39.58835	-106.00345	NAD83       		20110831:12370A:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Thienemannimyia 				21COL001_WQX~SCM	Kick Net	Thienemannimyia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128236~Thienemannimyia~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 0 - Taxonomic Name as listed by CDPHE: Thienemannimyia group - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12305	COLORADO	SUMMIT		14010002	39.4152	-106.0451	UNKWN       		19980923:12305:2	1998-09-23 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Eucapnopsis brevicauda 				21COL001_WQX~SCM	Kick Net	Eucapnopsis brevicauda	(Claassen 1924) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102786~Eucapnopsis brevicauda~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Eucapnopsis brevicauda - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20000425:115:2	2000-04-25 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Eucapnopsis brevicauda 				21COL001_WQX~SCM	Kick Net	Eucapnopsis brevicauda	(Claassen 1924) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102786~Eucapnopsis brevicauda~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Eucapnopsis brevicauda - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12304B	COLORADO	SUMMIT	14010002	14010002	39.486239	-106.046837	WGS84       		20040512:12304b:1	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Rheocricotopus 				21COL001_WQX~SCM	Kick Net	Rheocricotopus	(Thienemann and Harnisch) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129086~Rheocricotopus~~~~~~~~~~~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Rheocricotopus - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12305	COLORADO	SUMMIT		14010002	39.4152	-106.0451	UNKWN       		19970925:12305:2	1997-09-25 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Enchytraeidae 				21COL001_WQX~SCM	Kick Net	Enchytraeidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68510~Enchytraeidae~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Enchytraeidae - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12343A	COLORADO	SUMMIT	14010002	14010002	39.60685	-105.941472	WGS84       		20110831:12343A:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Rheocricotopus 				21COL001_WQX~SCM	Kick Net	Rheocricotopus	(Thienemann and Harnisch) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129086~Rheocricotopus~~~~~~~~~~~count		Actual		4	Final	4	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 3 - Taxonomic Name as listed by CDPHE: Rheocricotopus - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12343	COLORADO	SUMMIT	14010002	14010002	39.606028	-105.9415	UNKWN       		20040511:12343:2	2004-05-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Chloroperlidae 				21COL001_WQX~SCM	Kick Net	Chloroperlidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103202~Chloroperlidae~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Chloroperlidae - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12348a	COLORADO	SUMMIT		14010002	39.56425	-105.86	UNKWN       		20040511:12348a:2	2004-05-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Invertebrates	Simulium 				21COL001_WQX~SCM	Kick Net	Simulium	(Latreille 1802) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=126774~Simulium~~~~~~~~~~UserDefined~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Simulium - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12317A	COLORADO	SUMMIT		14010002	39.718	-106.153	UNKWN       		20110831:12317A:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Chloroperlidae 				21COL001_WQX~SCM	Kick Net	Chloroperlidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103202~Chloroperlidae~~~~~~~~~~~count		Actual		9	Final	9	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 9 - Taxonomic Name as listed by CDPHE: Chloroperlidae - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20030611:115:1	2003-06-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Tubificidae 				21COL001_WQX~SCM	Kick Net	Tubificidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68585~Tubificidae~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Tubificidae w/o hair chaetae - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12303	COLORADO	SUMMIT	14010002	14010002	39.727276	-106.130921	NAD83       		20110831:12303:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Hexatoma 				21COL001_WQX~SCM	Kick Net	Hexatoma	(Latreille 1809) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=120094~Hexatoma~~~~~~~~~~UserDefined~count		Actual		3	Final	3	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 3 - Taxonomic Name as listed by CDPHE: Hexatoma - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12303	COLORADO	SUMMIT	14010002	14010002	39.727276	-106.130921	NAD83       		20040513:12303:1	2004-05-13 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Micropsectra 				21COL001_WQX~SCM	Kick Net	Micropsectra	(Kieffer 1909) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129890~Micropsectra~~~~~~~~~~~count		Actual		17	Final	17	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 12 - Taxonomic Name as listed by CDPHE: Micropsectra - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12348	COLORADO	SUMMIT		14010002	39.5875	-105.868	UNKWN       		20000530:12348:0	2000-05-30 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Baetis bicaudatus 				21COL001_WQX~SCM	Kick Net	Baetis bicaudatus	(Dodds 1923) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100823~Baetis bicaudatus~~~~~~~~~~~count		Actual		23	Final	23	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 23 - Taxonomic Name as listed by CDPHE: Baetis bicaudatus - Fast or Slow Riffle?:					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20040512:115:1	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Brillia 				21COL001_WQX~SCM	Kick Net	Brillia	(Kieffer 1913) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128477~Brillia~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Brillia - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20030611:115:2	2003-06-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Pagastia 				21COL001_WQX~SCM	Kick Net	Pagastia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128401~Pagastia~~~~~~~~~~~count		Actual		9	Final	9	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 9 - Taxonomic Name as listed by CDPHE: Pagastia - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12341	COLORADO	SUMMIT		14010002	39.5943	-105.9727	UNKWN       		20040513:12341:2	2004-05-13 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Heleniella 				21COL001_WQX~SCM	Kick Net	Heleniella	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128730~Heleniella~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Heleniella - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12342G	COLORADO	SUMMIT		14010002	39.605216	-105.943031	UNKWN       		20110831:12342G:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Fallceon quilleri 				21COL001_WQX~SCM	Kick Net	Fallceon quilleri	(Dodds 1923) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=568601~Fallceon quilleri~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Fallceon quilleri - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	W10Mile	COLORADO	SUMMIT		14010002	39.5258333	-106.2175	UNKWN       		19970911:W10Mile:2	1997-09-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Chloroperlidae 				21COL001_WQX~SCM	Kick Net	Chloroperlidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103202~Chloroperlidae~~~~~~~~~~~count		Actual		3	Final	3	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 3 - Taxonomic Name as listed by CDPHE: Chloroperlidae - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12348a	COLORADO	SUMMIT		14010002	39.56425	-105.86	UNKWN       		20040511:12348a:1	2004-05-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Invertebrates	Chaetocladius 				21COL001_WQX~SCM	Kick Net	Chaetocladius	(Kieffer) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128520~Chaetocladius~~~~~~~~~~~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Chaetocladius - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12348	COLORADO	SUMMIT		14010002	39.5875	-105.868	UNKWN       		20000530:12348:0	2000-05-30 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Dicranota 				21COL001_WQX~SCM	Kick Net	Dicranota	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=121027~Dicranota~~~~~~~~~~UserDefined~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Dicranota - Fast or Slow Riffle?:					~															
Colorado Dept. of Public Health & Environment-WQCD	12343A	COLORADO	SUMMIT	14010002	14010002	39.60685	-105.941472	WGS84       		20110831:12343A:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Cricotopus (Cricotopus) 				21COL001_WQX~SCM	Kick Net	Cricotopus (Cricotopus)	(Wulp 1874) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=568521~Cricotopus (Cricotopus)~~~~~~~~~~~count		Actual		8	Final	8	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 7 - Taxonomic Name as listed by CDPHE: Cricotopus/Orthocladius - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20040512:115:1	2004-05-12 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Tvetenia 				21COL001_WQX~SCM	Kick Net	Tvetenia	(Kieffer) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129197~Tvetenia~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Tvetenia - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12345	COLORADO	SUMMIT	14010002	14010002	39.581944	-105.871667	UNKWN       		20000530:12345:1	2000-05-30 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Plumiperla diversa 				21COL001_WQX~SCM	Kick Net	Plumiperla diversa	(Frison 1935) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=103306~Plumiperla diversa~~~~~~~~~~~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Plumiperla diversa - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	FG9	COLORADO	SUMMIT		14010002	39.493333	-106.044333	UNKWN       		20000501:FG9:1	2000-05-01 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Eukiefferiella 				21COL001_WQX~SCM	Kick Net	Eukiefferiella	(Thienemann) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128689~Eukiefferiella~~~~~~~~~~~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Eukiefferiella - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12303	COLORADO	SUMMIT	14010002	14010002	39.727276	-106.130921	NAD83       		20040513:12303:1	2004-05-13 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Rhyacophila pellisa 				21COL001_WQX~SCM	Kick Net	Rhyacophila pellisa	(Ross 1938) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=115114~Rhyacophila pellisa~~~~~~~~~~~count		Actual		10	Final	10	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 8 - Taxonomic Name as listed by CDPHE: Rhyacophila pellisa - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12303	COLORADO	SUMMIT	14010002	14010002	39.727276	-106.130921	NAD83       		20040513:12303:1	2004-05-13 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Pericoma 				21COL001_WQX~SCM	Kick Net	Pericoma	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=125514~Pericoma~~~~~~~~~~UserDefined~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Pericoma - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12338	COLORADO	SUMMIT		14010002	39.525	-106.2161667	UNKWN       		19980923:12338:1	1998-09-23 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Wiedemannia 				21COL001_WQX~SCM	Kick Net	Wiedemannia	(Zetterstedt 1833) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135920~Wiedemannia~~~~~~~~~~UserDefined~count		Actual		1	Final	1	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 1 - Taxonomic Name as listed by CDPHE: Wiedemannia - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	12305	COLORADO	SUMMIT		14010002	39.4152	-106.0451	UNKWN       		19970925:12305:2	1997-09-25 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Pagastia 				21COL001_WQX~SCM	Kick Net	Pagastia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=128401~Pagastia~~~~~~~~~~~count		Actual		10	Final	10	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 10 - Taxonomic Name as listed by CDPHE: Pagastia - Fast or Slow Riffle?: Slow Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20110831:115:1	2011-08-31 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Heterlimnius corpulentus 				21COL001_WQX~SCM	Kick Net	Heterlimnius corpulentus	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=114169~Heterlimnius corpulentus~~~~~~~~~~~count		Actual		91	Final	91	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 91 - Taxonomic Name as listed by CDPHE: Heterlimnius corpulentus - Fast or Slow Riffle?: Fast Riffle					~															
Colorado Dept. of Public Health & Environment-WQCD	115	COLORADO	SUMMIT		14010002	39.56666	-106.0491	UNKWN       		20040512:115:3	2004-05-12 00:00:00		Biological	Quality Control Sample-Blind Duplicate	Quality Control Sample-Blind Duplicate	Population Census	Benthic Macroinvertebrates	Rheocricotopus 				21COL001_WQX~SCM	Kick Net	Rheocricotopus	(Thienemann and Harnisch) ~ http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129086~Rheocricotopus~~~~~~~~~~~count		Actual		4	Final	4	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 3 - Taxonomic Name as listed by CDPHE: Rheocricotopus - Fast or Slow Riffle?: Duplicate Sample					~															
Colorado Dept. of Public Health & Environment-WQCD	12343	COLORADO	SUMMIT	14010002	14010002	39.606028	-105.9415	UNKWN       		20040511:12343:1	2004-05-11 00:00:00		Biological	Sample-Routine	Sample-Routine	Population Census	Benthic Macroinvertebrates	Perlodidae 				21COL001_WQX~SCM	Kick Net	Perlodidae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=102994~Perlodidae~~~~~~~~~~~count		Actual		2	Final	2	count		The count listed as the result is the number of individuals. The CO MMI Subsample (Ind_300) is: 2 - Taxonomic Name as listed by CDPHE: Perlodidae - Fast or Slow Riffle?: Fast Riffle					~															
